town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,はしもと内科,甲斐 内科 消化器内科 クリニック,内科神経科精神科水原診療所,奈良みあとクリニック,おうとくクリニック,クリニック 青い鳥,医療法人 祥風会 奈良みどりクリニック,岩井内科クリニック,村嶋小児科医院,佐野内科医院,医療法人 つかもと整形外科,東谷医院,市立奈良病院,寺崎クリニック,医療法人博愛会松倉病院(社団),医療法人岡谷会高畑診療所,吉富クリニック,しらやま医院,奈良やよいクリニック,医療法人 中井医院,医療法人うえしげクリニック,石崎内科天満診療所,医療法人 西脇クリニック,あそだ内科クリニック,医療法人社団谷掛整形外科診療所,もりもとクリニック,医療法人双福会伊藤医院,たけもとクリニック,医療法人前田医院,かづきクリニック,奈良東九条病院,一般財団法人沢井病院,医療法人岡谷会おかたに病院,医療法人坂口医院,西村クリニック,医療法人竹村内科医院,医療法人宮城会宮城医院,三条通り整形外科,医療法人正和会野村医院,医療法人 須基内科医院,奥医院,医療法人岡谷会 さくら診療所,医療法人三谷医院,なら内視鏡クリニック,金田内科医院,医療法人吉本医院,奈良市立都祁診療所,高木医院,森田医院,医療法人宝山会 奈良小南病院,藤原クリニック,医療法人坪村診療所,わかくさ会診療所,金田内科クリニック,医療法人岡谷会新大宮診療所,くわた在宅クリニック,しらい内科医院,原医院,ささきクリニック,奈良市立田原診療所
奈良市大柳生町,奈良市,大柳生町,29201842000,5.563977103409683,135.93260569300062,34.70483670734923,168.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,79.0,0.0,0.0,0.0,225.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市法用町,奈良市,法用町,29201853000,5.56821317008336,135.88678431006844,34.70445926544494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市大保町,奈良市,大保町,29201839000,5.842591914044044,135.9492941028446,34.69991241963989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,21.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市高樋町,奈良市,高樋町,29201814000,5.863292543505144,135.85768093810123,34.62819388213663,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市須川町,奈良市,須川町,29201847000,5.927892110118431,135.91209890861086,34.71156568011841,57.0,41.0,41.0,0.0,17.0,0.0,0.0,100.0,19.0,29.0,0.0,38.0,0.0,74.0,0.0,0.0,20.0,0.0,56.0,18.0,67.0,19.0,0.0,0.0,0.0,0.0,0.0,211.0,20.0,0.0,0.0,33.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,43.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市中ノ川町,奈良市,中ノ川町,29201855000,5.973744627126179,135.86500871783744,34.69697374295767,51.0,0.0,41.0,16.0,33.0,19.0,40.0,0.0,39.0,0.0,0.0,0.0,16.0,96.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
奈良市山町,奈良市,山町,29201800000,6.062534535799895,135.84713034249003,34.641833490653795,141.0,334.0,0.0,0.0,328.0,0.0,52.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,45.0,157.0,0.0,0.0,0.0,79.0,68.0,0.0,62.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市南庄町,奈良市,南庄町,29201848000,6.097360628397344,135.8961649072275,34.711859943192664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市東鳴川町,奈良市,東鳴川町,29201854000,6.244574585456501,135.87996720476232,34.70858179582033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市虚空蔵町,奈良市,虚空蔵町,29201815000,6.282705815065722,135.85177706674034,34.62873522159933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
山添村大字峰寺,山添村,大字峰寺,29322004000,6.330593720635106,135.9780632704211,34.669972229932675,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市窪之庄町,奈良市,窪之庄町,29201797000,6.375474598051665,135.84440887460605,34.63963960933755,44.0,0.0,0.0,0.0,196.0,0.0,50.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市丹生町,奈良市,丹生町,29201840000,6.397427222934785,135.96392642013157,34.69524443051408,0.0,0.0,0.0,0.0,52.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市針町,奈良市,針町,29201880000,6.407938322267823,135.95507036367522,34.61394244058754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市古市町,奈良市,古市町,29201769000,6.453105525175204,135.83976973933247,34.65867407260115,683.0,986.0,245.0,132.0,377.0,38.0,482.0,142.0,0.0,476.0,92.0,181.0,1082.0,336.0,633.0,1045.0,134.0,224.0,36.0,93.0,440.0,194.0,1812.0,31.0,141.0,428.0,0.0,31.0,40.0,216.0,274.0,80.0,110.0,246.0,66.0,364.0,0.0,98.0,0.0,69.0,240.0,287.0,251.0,65.0,78.0,0.0,0.0,41.0,65.0,0.0,214.0,79.0,0.0,65.0,0.0,123.0,0.0,0.0,0.0,0.0
山添村大字桐山,山添村,大字桐山,29322005000,6.561367370006433,135.97435251124926,34.684897216594294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奈良市針ケ別所町,奈良市,針ケ別所町,29201881000,6.565555647704851,135.9707343871827,34.62640034686961,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
